schooljaar,grade_year_secondary,outflow_position,gender,belgian_nonbelgian,eu_noneu,age_category,household_language_dutch,mother_education_level,school_progress,grade_secondary_education,school_year_level,field_of_study,residence_merged_municipality_name,residence_province_name,residence_central_city,target
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with no one,Higher education,No academic delay,3,2,General secondary education,Koekelberg,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with no one,Higher education,No academic delay,3,2,General secondary education,Koekelberg,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Fashion,Veurne,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,Trade,Mol,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Veurne,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Primary education,No academic delay,3,2,General secondary education,Avelgem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,20-21,Ned with no one,Higher education,More than 2 years of academic delay,3,2,Auto,Izegem,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Mechanics-electricity,Veurne,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Mechanics-electricity,Veurne,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Agriculture and horticulture,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Non-Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Trade,Maaseik,Limburg,No,enroll
2022-2023,,dbso,Male,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,,,/, (modernisering SO),Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Auto,Aarschot,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,20-21,Ned with no one,Lower secondary education,More than 2 years of academic delay,3,2,Auto,Zottegem,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Sport,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,19-20,Ned with no one,Higher education,2 years academic delay,3,2,General secondary education,Aalst,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with at least one,Higher education,No academic delay,3,2,General secondary education,Mechelen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Trade,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with at least one,Upper secondary education,No academic delay,3,2,Trade,Sint-Niklaas,East Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,bso,Female,Belgian,EU,17-18,Ned with at least one,Upper secondary education,1 year academic delay,3,1,Power supply,Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Brasschaat,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Auto,Beveren-Kruibeke-Zwijndrecht,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Mechanics-electricity,Brasschaat,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Trade,Ieper,West Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,2 years academic delay,3,1,Sport,Tienen,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Mechanics-electricity,Turnhout,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,19-20,Ned with at least one,No primary education,2 years academic delay,3,2,Trade,Denderleeuw,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,kso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Performing arts,Brugge,West Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,kso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Visual arts,Aarschot,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,Trade,Zaventem,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Non-Belgian,Non-EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,General secondary education,Begijnendijk,Flemish Brabant,No,enroll
2022-2023,,dbso,Male,Non-Belgian,EU,18-19,Ned with no one,Upper secondary education,,,/, (modernisering SO),Gent,East Flanders,Yes,dropout
2022-2023,,dbso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,,,/, (modernisering SO),Maasmechelen,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Personal care,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,General secondary education,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,Auto,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Ned with at least one,Higher education,2 years academic delay,3,2,Trade,Dendermonde,East Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,kso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,2 years academic delay,3,1,Visual arts,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Ned with no one,Upper secondary education,No academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Ned with at least one,Upper secondary education,2 years academic delay,3,2,Sport,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Non-Belgian,EU,17-18,,,No academic delay,3,2,General secondary education,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Ned with at least one,Higher education,1 year academic delay,3,2,Trade,Geraardsbergen,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,2,Personal care,Antwerpen,Antwerpen,Yes,enroll
2022-2023,2nd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Ned with at least one,Lower secondary education,2 years academic delay,2,2, (modernisering SO),Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,tso,Male,Non-Belgian,EU,18-19,Ned with no one,Higher education,1 year academic delay,3,2,Sport,Antwerpen,Antwerpen,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,Non-EU,20-21,Ned with no one,No primary education,More than 2 years of academic delay,3,2,Trade,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Chemistry,Wetteren,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Nijlen,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Nijlen,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Hamont-Achel,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,Non-EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Personal care,Mol,Antwerpen,No,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,19-20,Ned with at least one,Upper secondary education,More than 2 years of academic delay,3,1,Trade,Overijse,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 1st Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Lower secondary education,2 years academic delay,3,1,Trade,Mechelen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,EU,17-18,Ned with at least one,Primary education,No academic delay,3,2,Mechanics-electricity,Schoten,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Schilde,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,,1 year academic delay,3,2,Auto,Leuven,Flemish Brabant,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Lower secondary education,No academic delay,3,2,Trade,Sint-Niklaas,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,General secondary education,Menen,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,General secondary education,Menen,West Flanders,No,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,1 year academic delay,3,1,Chemistry,Mechelen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,1 year academic delay,3,1,General secondary education,Kontich,Antwerpen,No,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,General secondary education,De Panne,West Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Higher education,No academic delay,3,2,General secondary education,Kontich,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Ned with no one,Lower secondary education,1 year academic delay,3,2,Trade,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Sint-Agatha-Berchem,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Non-Belgian,Non-EU,18-19,Ned with no one,No primary education,1 year academic delay,3,2,Mechanics-electricity,Kortrijk,West Flanders,Yes,enroll
2022-2023,3rd Grade - 1st Year,bso,Male,Belgian,EU,17-18,Ned with no one,Primary education,1 year academic delay,3,1,Auto,Vilvoorde,Flemish Brabant,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Graphic communication and media,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Ned with at least one,Lower secondary education,No academic delay,3,2,Construction,Brugge,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,General secondary education,Heusden-Zolder,Limburg,No,dropout
2022-2023,3rd Grade - 2nd Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,General secondary education,Heusden-Zolder,Limburg,No,enroll
2022-2023,3rd Grade - 1st Year,tso,Male,Belgian,EU,17-18,Ned with at least one,Higher education,1 year academic delay,3,1,Personal care,Sint-Niklaas,East Flanders,Yes,dropout
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,General secondary education,Roosdaal,Flemish Brabant,No,enroll
2022-2023,,dbso,Female,Non-Belgian,Non-EU,17-18,Ned with no one,No primary education,,,/, (modernisering SO),Gent,East Flanders,Yes,dropout
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Primary education,2 years academic delay,3,1,General secondary education,Lievegem,East Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,,Primary education,No academic delay,3,2,Trade,Kontich,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,General secondary education,Opwijk,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Aalter,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Lommel,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,2,Personal care,Opwijk,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Construction,Merelbeke-Melle,East Flanders,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Trade,Roosdaal,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Lower secondary education,1 year academic delay,3,2,Trade,Dilbeek,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,1 year academic delay,3,1,General secondary education,Bree,Limburg,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,19-20,Exclusively Ned with everyone,Upper secondary education,2 years academic delay,3,2,Body care,Oostende,West Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Zandhoven,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,18-19,Exclusively Ned with everyone,Higher education,1 year academic delay,3,2,Mechanics-electricity,Zandhoven,Antwerpen,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,19-20,Ned with at least one,Upper secondary education,2 years academic delay,3,2,Trade,Antwerpen,Antwerpen,Yes,dropout
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Auto,Halle,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,19-20,Ned with no one,No primary education,2 years academic delay,3,2,General secondary education,Gent,East Flanders,Yes,enroll
2022-2023,3rd Grade - 2nd Year,bso,Male,Belgian,EU,18-19,Ned with at least one,Primary education,1 year academic delay,3,2,Auto,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Mechanics-electricity,Tongeren-Borgloon,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,tso,Male,Belgian,EU,17-18,Exclusively Ned with everyone,Lower secondary education,No academic delay,3,2,Mechanics-electricity,Tongeren-Borgloon,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Trade,Halle,Flemish Brabant,No,enroll
2022-2023,3rd Grade - 1st Year,aso,Female,Belgian,EU,17-18,Ned with at least one,Lower secondary education,1 year academic delay,3,1,General secondary education,Dendermonde,East Flanders,No,dropout
2022-2023,3rd Grade - 2nd Year,tso,Female,Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Tourism,Lommel,Limburg,No,enroll
2022-2023,3rd Grade - 2nd Year,aso,Male,Belgian,EU,17-18,Ned with at least one,Lower secondary education,No academic delay,3,2,General secondary education,Koekelberg,Brussels-Capital Region,No,enroll
2022-2023,3rd Grade - 2nd Year,bso,Female,Belgian,EU,18-19,Ned with at least one,Upper secondary education,1 year academic delay,3,2,Personal care,Genk,Limburg,Yes,enroll
2022-2023,3rd Grade - 2nd Year,tso,Female,Non-Belgian,EU,17-18,Exclusively Ned with everyone,Upper secondary education,No academic delay,3,2,Personal care,Hasselt,Limburg,Yes,enroll
